user_id,first_name,last_name,age,city,reg_date,plan,churn_date,total_calls,total_call_duration,total_internet_sessions,total_mb_used,total_messages,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,plan_name,total_minutes_used,total_sms,total_mb,extra_usage,log_total_calls,log_total_mb_used,log_total_messages,total_calls_scaled,total_mb_scaled,total_messages_scaled,region
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,2.0,19.52,2.0,209.81,0.0,50,15360,500,20,10,0.03,0.03,surf,39.04,0.0,209.81,-15150.19,1.0986122886681098,5.350957253872216,0.0,0.13333333333333333,0.022456360423460962,0.0,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1023,Jack,Delaney,70,"Omaha-Council Bluffs, NE-IA MSA",2018-07-06,surf,Activo,0.0,0.0,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,-15360.0,0.0,0.0,0.0,0.0,0.0,0.0,"Omaha-Council Bluffs, NE-IA MSA"
1024,Yuki,Tyson,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-21,surf,Activo,15.0,69.86592703379678,15.0,5802.35,0.0,50,15360,500,20,10,0.03,0.03,surf,1047.9889055069516,0.0,5802.35,-9557.65,2.772588722239781,8.666190616002694,0.0,1.0,0.6210364753971152,0.0,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1025,Jess,Wilkinson,64,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-10-28,ultimate,Activo,0.0,0.0,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,-30720.0,0.0,0.0,0.0,0.0,0.0,0.0,"Atlanta-Sandy Springs-Roswell, GA MSA"
1026,Meggan,Hamilton,49,"Houston-The Woodlands-Sugar Land, TX MSA",2018-07-20,ultimate,Activo,0.0,0.0,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,-30720.0,0.0,0.0,0.0,0.0,0.0,0.0,"Houston-The Woodlands-Sugar Land, TX MSA"
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,Activo,3.0,8.92,3.0,971.58,1.0,50,15360,500,20,10,0.03,0.03,surf,26.759999999999998,1.0,971.58,-14388.42,1.3862943611198906,6.879952334320048,0.6931471805599453,0.2,0.10399004175313951,0.06666666666666667,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,Activo,2.0,15.5,0.0,0.0,2.0,1000,30720,3000,70,7,0.01,0.01,ultimate,31.0,2.0,0.0,-30720.0,1.0986122886681098,0.0,1.0986122886681098,0.13333333333333333,0.0,0.13333333333333333,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,Activo,2.0,12.32,4.0,1882.76,4.0,50,15360,500,20,10,0.03,0.03,surf,24.64,4.0,1882.76,-13477.24,1.0986122886681098,7.541025058486668,1.6094379124341003,0.13333333333333333,0.20151535747045118,0.26666666666666666,"Tampa-St. Petersburg-Clearwater, FL MSA"
1030,Chase,Kane,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-02-14,ultimate,Activo,8.0,64.60000000000001,2.0,429.16,4.0,1000,30720,3000,70,7,0.01,0.01,ultimate,516.8000000000001,4.0,429.16,-30290.84,2.1972245773362196,6.064157232501422,1.6094379124341003,0.5333333333333333,0.0459338050585411,0.26666666666666666,"Chicago-Naperville-Elgin, IL-IN-WI MSA"
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,Activo,3.0,19.81,0.0,0.0,5.0,1000,30720,3000,70,7,0.01,0.01,ultimate,59.42999999999999,5.0,0.0,-30720.0,1.3862943611198906,0.0,1.791759469228055,0.2,0.0,0.3333333333333333,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1032,Delila,Dalton,59,"Birmingham-Hoover, AL MSA",2018-06-07,ultimate,Activo,10.0,61.82,10.0,3290.05,10.0,1000,30720,3000,70,7,0.01,0.01,ultimate,618.2,10.0,3290.05,-27429.95,2.3978952727983707,8.098961941778398,2.3978952727983707,0.6666666666666666,0.35214026314859986,0.6666666666666666,"Birmingham-Hoover, AL MSA"
1033,Latoyia,Moran,28,"Oklahoma City, OK MSA",2018-05-30,ultimate,Activo,4.0,15.0,4.0,804.9100000000001,2.0,1000,30720,3000,70,7,0.01,0.01,ultimate,60.0,2.0,804.9100000000001,-29915.09,1.6094379124341003,6.691972073740886,1.0986122886681098,0.26666666666666666,0.086151036978447,0.13333333333333333,"Oklahoma City, OK MSA"
1034,Jc,Gentry,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-13,surf,Activo,0.0,0.0,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,-15360.0,0.0,0.0,0.0,0.0,0.0,0.0,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1035,Jeff,Cummings,67,"Charlotte-Concord-Gastonia, NC-SC MSA",2018-12-08,surf,Activo,15.0,134.42000000000002,15.0,4286.6900000000005,15.0,50,15360,500,20,10,0.03,0.03,surf,2016.3000000000002,15.0,4286.6900000000005,-11073.31,2.772588722239781,8.363503405361126,2.772588722239781,1.0,0.45881252401527994,1.0,"Charlotte-Concord-Gastonia, NC-SC MSA"
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,Activo,1.0,6.04,1.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate,6.04,0.0,0.0,-30720.0,0.6931471805599453,0.0,0.0,0.06666666666666667,0.0,0.0,"Denver-Aurora-Lakewood, CO MSA"
1037,Reena,Velazquez,20,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-11,ultimate,Activo,15.0,98.62,15.0,5202.55,15.0,1000,30720,3000,70,7,0.01,0.01,ultimate,1479.3000000000002,15.0,5202.55,-25517.45,2.772588722239781,8.557096363948824,2.772588722239781,1.0,0.5568387489684802,1.0,"Seattle-Tacoma-Bellevue, WA MSA"
1038,Olympia,Velazquez,32,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",2018-06-25,ultimate,Activo,8.0,68.6,7.0,3185.83,6.0,1000,30720,3000,70,7,0.01,0.01,ultimate,548.8,6.0,3185.83,-27534.17,2.1972245773362196,8.066781971293958,1.9459101490553132,0.5333333333333333,0.3409853997801565,0.4,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA"
1039,Flo,Hicks,56,"Columbus, OH MSA",2018-05-30,ultimate,Activo,3.0,28.78,1.0,158.78,2.0,1000,30720,3000,70,7,0.01,0.01,ultimate,86.34,2.0,158.78,-30561.22,1.3862943611198906,5.073797869053896,1.0986122886681098,0.2,0.01699452317829051,0.13333333333333333,"Columbus, OH MSA"
1040,Paris,Santos,72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-12-23,surf,2018-12-30,15.0,77.22,15.0,6173.603701025519,0.0,50,15360,500,20,10,0.03,0.03,surf,1158.3,0.0,6173.603701025519,-9186.396298974481,2.772588722239781,8.728199981465108,0.0,1.0,0.660772459948723,0.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
1041,Drucilla,Lynn,58,"Las Vegas-Henderson-Paradise, NV MSA",2018-03-17,ultimate,Activo,0.0,0.0,3.0,1403.62,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,1403.62,-29316.38,0.0,7.24752208255278,0.0,0.0,0.15023209864915052,0.0,"Las Vegas-Henderson-Paradise, NV MSA"
1042,Clementina,Mclaughlin,40,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-01-15,surf,Activo,1.0,0.0,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,-15360.0,0.6931471805599453,0.0,0.0,0.06666666666666667,0.0,0.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
1043,Carlos,Hinton,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-20,ultimate,Activo,1.0,0.0,3.0,1133.6737010255188,4.0,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,4.0,1133.6737010255188,-29586.32629897448,0.6931471805599453,7.034100400499638,1.6094379124341003,0.06666666666666667,0.12133923660849327,0.26666666666666666,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1044,Devora,Galloway,74,"Albuquerque, NM MSA",2018-08-30,surf,Activo,3.0,17.79,1.0,410.04,2.0,50,15360,500,20,10,0.03,0.03,surf,53.37,2.0,410.04,-14949.96,1.3862943611198906,6.018690533361574,1.0986122886681098,0.2,0.043887355359782346,0.13333333333333333,"Albuquerque, NM MSA"
1045,Barney,Ortega,20,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-10-15,surf,Activo,9.0,30.9,3.0,1383.83,4.0,50,15360,500,20,10,0.03,0.03,surf,278.09999999999997,4.0,1383.83,-13976.17,2.302585092994046,7.233332667405506,1.6094379124341003,0.6,0.14811393758542482,0.26666666666666666,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1046,Beata,Hooper,67,"Boston-Cambridge-Newton, MA-NH MSA",2018-02-19,surf,Activo,1.0,5.48,0.0,0.0,1.0,50,15360,500,20,10,0.03,0.03,surf,5.48,1.0,0.0,-15360.0,0.6931471805599453,0.0,0.6931471805599453,0.06666666666666667,0.0,0.06666666666666667,"Boston-Cambridge-Newton, MA-NH MSA"
1047,Yuk,French,22,"Indianapolis-Carmel-Anderson, IN MSA",2018-06-16,ultimate,Activo,15.0,99.02,15.0,5805.45,7.0,1000,30720,3000,70,7,0.01,0.01,ultimate,1485.3,7.0,5805.45,-24914.55,2.772588722239781,8.666724647609385,2.0794415416798357,1.0,0.6213682742499472,0.4666666666666667,"Indianapolis-Carmel-Anderson, IN MSA"
1048,Linwood,Terrell,42,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-08-24,surf,Activo,2.0,4.66,6.0,1202.65,0.0,50,15360,500,20,10,0.03,0.03,surf,9.32,0.0,1202.65,-14157.35,1.0986122886681098,7.0931138859335885,0.0,0.13333333333333333,0.12872190011570148,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL MSA"
1049,Loise,Avery,25,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-02-21,surf,Activo,1.0,22.26,3.0,956.94,0.0,50,15360,500,20,10,0.03,0.03,surf,22.26,0.0,956.94,-14403.06,0.6931471805599453,6.864785145529323,0.0,0.06666666666666667,0.10242309491266734,0.0,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1050,Jone,Owen,23,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-03-20,ultimate,2018-10-07,0.0,0.0,2.0,321.51,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,321.51,-30398.49,0.0,5.776134143507035,0.0,0.0,0.034411822314222074,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL MSA"
1051,Rosario,Gibbs,55,"San Diego-Chula Vista-Carlsbad, CA MSA",2018-12-11,surf,Activo,15.0,69.94,15.0,4765.54,15.0,50,15360,500,20,10,0.03,0.03,surf,1049.1,15.0,4765.54,-10594.46,2.772588722239781,8.469375953800236,2.772588722239781,1.0,0.5100647435890575,1.0,"San Diego-Chula Vista-Carlsbad, CA MSA"
1052,Edmond,Hopkins,47,"Houston-The Woodlands-Sugar Land, TX MSA",2018-03-05,surf,Activo,13.0,56.86,13.0,6184.64,13.0,50,15360,500,20,10,0.03,0.03,surf,739.18,13.0,6184.64,-9175.36,2.6390573296152584,8.72998575562528,2.6390573296152584,0.8666666666666667,0.661953695864609,0.8666666666666667,"Houston-The Woodlands-Sugar Land, TX MSA"
1053,Piper,Espinoza,27,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-30,surf,Activo,1.0,11.26,0.0,0.0,5.0,50,15360,500,20,10,0.03,0.03,surf,11.26,5.0,0.0,-15360.0,0.6931471805599453,0.0,1.791759469228055,0.06666666666666667,0.0,0.3333333333333333,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1054,Denis,Frost,50,"Phoenix-Mesa-Chandler, AZ MSA",2018-04-21,surf,2018-12-31,1.0,2.21,0.0,0.0,1.0,50,15360,500,20,10,0.03,0.03,surf,2.21,1.0,0.0,-15360.0,0.6931471805599453,0.0,0.6931471805599453,0.06666666666666667,0.0,0.06666666666666667,"Phoenix-Mesa-Chandler, AZ MSA"
1055,Patrick,Mclean,52,"Portland-Vancouver-Hillsboro, OR-WA MSA",2018-01-13,surf,Activo,4.0,22.95,1.0,543.6,1.0,50,15360,500,20,10,0.03,0.03,surf,91.8,1.0,543.6,-14816.4,1.6094379124341003,6.300051580239659,0.6931471805599453,0.26666666666666666,0.05818253432245069,0.06666666666666667,"Portland-Vancouver-Hillsboro, OR-WA MSA"
1056,Denis,Chandler,33,"Cincinnati, OH-KY-IN MSA",2018-03-01,surf,Activo,2.0,19.19,2.0,254.6,3.0,50,15360,500,20,10,0.03,0.03,surf,38.38,3.0,254.6,-15105.4,1.0986122886681098,5.5436137225033795,1.3862943611198906,0.13333333333333333,0.02725031868744655,0.2,"Cincinnati, OH-KY-IN MSA"
1057,Theo,Sargent,18,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-08-07,ultimate,Activo,5.0,35.95,4.0,2551.16,5.0,1000,30720,3000,70,7,0.01,0.01,ultimate,179.75,5.0,2551.16,-28168.84,1.791759469228055,7.844695338424138,1.791759469228055,0.3333333333333333,0.27305547141659914,0.3333333333333333,"Atlanta-Sandy Springs-Roswell, GA MSA"
1058,Reinaldo,Colon,59,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-11-06,surf,Activo,8.0,71.27,11.0,2705.27,5.0,50,15360,500,20,10,0.03,0.03,surf,570.16,5.0,2705.27,-12654.73,2.1972245773362196,7.903326582023722,1.791759469228055,0.5333333333333333,0.2895501556778811,0.3333333333333333,"Los Angeles-Long Beach-Anaheim, CA MSA"
1059,Avril,Richardson,34,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-04-22,ultimate,Activo,1.0,0.0,1.0,360.31,3.0,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,3.0,360.31,-30359.69,0.6931471805599453,5.889736315600628,1.3862943611198906,0.06666666666666667,0.0385646595690254,0.2,"Chicago-Naperville-Elgin, IL-IN-WI MSA"
1060,Denisse,Santos,53,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-04-07,surf,Activo,6.0,51.16,3.0,764.98,3.0,50,15360,500,20,10,0.03,0.03,surf,306.96,3.0,764.98,-14595.02,1.9459101490553132,6.641156059739154,1.3862943611198906,0.4,0.08187725369019193,0.2,"Atlanta-Sandy Springs-Roswell, GA MSA"
1061,Maryam,Valencia,38,"Columbia, SC MSA",2018-03-08,ultimate,Activo,1.0,4.19,2.0,1135.4299999999998,3.0,1000,30720,3000,70,7,0.01,0.01,ultimate,4.19,3.0,1135.4299999999998,-29584.57,0.6931471805599453,7.035647048786808,1.3862943611198906,0.06666666666666667,0.12152721660364271,0.2,"Columbia, SC MSA"
1062,Kristeen,Head,41,"San Antonio-New Braunfels, TX MSA",2018-02-06,ultimate,Activo,2.0,24.13,2.0,276.91,1.0,1000,30720,3000,70,7,0.01,0.01,ultimate,48.26,1.0,276.91,-30443.09,1.0986122886681098,5.62729732026801,0.6931471805599453,0.13333333333333333,0.029638200108958464,0.06666666666666667,"San Antonio-New Braunfels, TX MSA"
1063,Larhonda,Hartman,60,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-05,ultimate,Activo,10.0,75.08,9.0,3527.62,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate,750.8,0.0,3527.62,-27192.38,2.3978952727983707,8.168662138648202,0.0,0.6666666666666666,0.37756782878322936,0.0,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1064,Gerardo,Ashley,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-03,surf,Activo,1.0,15.78,3.0,716.24,3.0,50,15360,500,20,10,0.03,0.03,surf,15.78,3.0,716.24,-14643.76,0.6931471805599453,6.575410512624163,1.3862943611198906,0.06666666666666667,0.07666051946856527,0.2,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1065,Sherlyn,Noel,26,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-08-03,surf,Activo,5.0,37.24,4.0,1591.41,7.0,50,15360,500,20,10,0.03,0.03,surf,186.20000000000002,7.0,1591.41,-13768.59,1.791759469228055,7.373003870935633,2.0794415416798357,0.3333333333333333,0.1703316168986226,0.4666666666666667,"Los Angeles-Long Beach-Anaheim, CA MSA"
1066,Ariel,Woods,61,"Boston-Cambridge-Newton, MA-NH MSA",2018-03-08,surf,Activo,2.0,13.73,2.0,276.53000000000003,0.0,50,15360,500,20,10,0.03,0.03,surf,27.46,0.0,276.53000000000003,-15083.47,1.0986122886681098,5.625929035451337,0.0,0.13333333333333333,0.029597527991514515,0.0,"Boston-Cambridge-Newton, MA-NH MSA"
1067,Robt,Allen,37,"Grand Rapids-Kentwood, MI MSA",2018-09-24,surf,2018-11-24,4.0,16.85,6.0,1352.99,4.0,50,15360,500,20,10,0.03,0.03,surf,67.4,4.0,1352.99,-14007.01,1.6094379124341003,7.210811067920575,1.6094379124341003,0.26666666666666666,0.14481307415918426,0.26666666666666666,"Grand Rapids-Kentwood, MI MSA"
1068,Marcel,Jimenez,47,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-01-29,surf,Activo,4.0,5.34,3.0,1105.94,0.0,50,15360,500,20,10,0.03,0.03,surf,21.36,0.0,1105.94,-14254.06,1.6094379124341003,7.009354730697729,0.0,0.26666666666666666,0.11837084622621619,0.0,"New York-Newark-Jersey City, NY-NJ-PA MSA"
1069,Dino,Fry,31,"Houston-The Woodlands-Sugar Land, TX MSA",2018-09-17,ultimate,Activo,7.0,32.52,2.0,411.46,2.0,1000,30720,3000,70,7,0.01,0.01,ultimate,227.64000000000001,2.0,411.46,-30308.54,2.0794415416798357,6.022139231375901,1.0986122886681098,0.4666666666666667,0.044039340640757096,0.13333333333333333,"Houston-The Woodlands-Sugar Land, TX MSA"
1070,Jacelyn,Contreras,66,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-05-12,surf,Activo,15.0,84.5,15.0,4347.06,15.0,50,15360,500,20,10,0.03,0.03,surf,1267.5,15.0,4347.06,-11012.939999999999,2.772588722239781,8.377485047593911,2.772588722239781,1.0,0.46527403909446746,1.0,"Chicago-Naperville-Elgin, IL-IN-WI MSA"
1071,Isa,Roy,29,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-05-23,surf,Activo,2.0,15.07,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf,30.14,0.0,0.0,-15360.0,1.0986122886681098,0.0,0.0,0.13333333333333333,0.0,0.0,"New York-Newark-Jersey City, NY-NJ-PA MSA"
